VAR,Variable,UNIT,Measure,COU,Country,YEA,Year,Value,Flag Codes,Flags
,,,,,,,,,,
DEMODOMP,"Total population, incl. France Metropolitan + D.O.M. (overseas departments)",EFFPEREF,Thousands of persons,ET,Ethiopia,2018,2018,109224,P,Provisional value
